accuracy,iteration,class0_accuracy,class1_accuracy,class2_accuracy,class3_accuracy,class4_accuracy,class5_accuracy,class6_accuracy,class7_accuracy,class8_accuracy,class9_accuracy
33.35111111111111,0,33.758865248226954,44.46808510638298,32.785714285714285,32.5531914893617,27.05965909090909,28.958630527817405,28.93617021276596,41.285714285714285,29.71631205673759,37.4468085106383
